,tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador2_filiação,row_idx,orientador_filiação,avaliador1_nome,avaliador1_país,avaliador1_filiação,avaliador2_nome,avaliador2_país,orientador_nome,orientador_país,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,orientador_keyword_5,avaliador2_keyword_1,avaliador2_keyword_2,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador3_nome,avaliador3_país,avaliador3_filiação,avaliador4_filiação,avaliador4_nome,avaliador4_país,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador1_keyword_6,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,avaliador4_keyword_6
10,,https://repositorio.unicamp.br/acervo/detalhe/771302?guid=1652455643670&returnUrl=%2fresultado%2flistar%3fguid%3d1652455643670%26quantidadePaginas%3d1%26codigoRegistro%3d771302%23771302&i=1,orcid.org/0000-0002-6540-8686,orcid.org/0000-0002-3691-6171,orcid.org/0000-0002-7002-875X,,,University of Campinas,10,University of Campinas,Leonardo Oliveira,no info,no info,Ricardo Dahab,Brazil,Paulo de Geus,Brazil,Computer Security,,,,,Cryptography, Graph Theory,,,,,,,,,,,,,,,,,,,,,,,
11,,https://repositorio.unicamp.br/acervo/detalhe/779146?guid=1652455678509&returnUrl=%2fresultado%2flistar%3fguid%3d1652455678509%26quantidadePaginas%3d1%26codigoRegistro%3d779146%23779146&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0003-2823-4725,orcid.org/0000-0002-1180-2637,,,UNICAMP - University of Campinas,11,Universidade Estadual de Campinas,Marcelo Abbade,Brazil,Fundação CPqD Centro de Pesquisa e Desenvolvimento em Telecomunicações,Edmundo Madeira,no info,Nelson L. S. da Fonseca,no info,,,,,,,,,,Optical Communications,,,,,,,Optical Networks,Nonlinear Optics,Radio-over-fiber,Physical Layer Security,,,,,,,,,,
12,,https://repositorio.unicamp.br/acervo/detalhe/771269?guid=1652455749917&returnUrl=%2fresultado%2flistar%3fguid%3d1652455749917%26quantidadePaginas%3d1%26codigoRegistro%3d771269%23771269&i=3,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,,,sem orcid,12,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Maria Cecilia Calani Baranauskas,Brazil,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,https://repositorio.unicamp.br/acervo/detalhe/772338?guid=1652455780509&returnUrl=%2fresultado%2flistar%3fguid%3d1652455780509%26quantidadePaginas%3d1%26codigoRegistro%3d772338%23772338&i=1,orcid.org/0000-0002-6731-1482,sem orcid,orcid.org/0000-0002-7002-875X,,,University of Campinas,13,no info,sem orcid,sem orcid,sem orcid,Ricardo Dahab,Brazil,Julio Cesar Lopez Hernandez,Mexico,,,,,,Cryptography, Graph Theory,,,,,,,,,,,,,,,,,,,,,,,
14,,https://repositorio.unicamp.br/acervo/detalhe/771256?guid=1652455877584&returnUrl=%2fresultado%2flistar%3fguid%3d1652455877584%26quantidadePaginas%3d1%26codigoRegistro%3d771256%23771256&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-7789-3359,orcid.org/0000-0003-2046-602X,,,Universidade Estadual de Campinas,14,UNICAMP - University of Campinas,Luís Henrique M. K. Costa,no info,Universidade Federal do Rio de Janeiro,Nelson L. S. da Fonseca,no info,Edmundo Madeira,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,https://repositorio.unicamp.br/acervo/detalhe/778145?guid=1652455918157&returnUrl=%2fresultado%2flistar%3fguid%3d1652455918157%26quantidadePaginas%3d1%26codigoRegistro%3d778145%23778145&i=1,orcid.org/0000-0001-5201-1244,sem orcid,sem orcid,,,sem orcid,15,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Jacques Wainer,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,https://repositorio.unicamp.br/acervo/detalhe/779116?guid=1652455959753&returnUrl=%2fresultado%2flistar%3fguid%3d1652455959753%26quantidadePaginas%3d1%26codigoRegistro%3d779116%23779116&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9957-5861,orcid.org/0000-0002-9539-6874,,,Universidade Estadual de Campinas,16,UNICAMP,Philippe Navaux,Brazil,Universidade Federal do Rio Grande do Sul,Sandro Rigo,Brazil,Rodolfo Azevedo,Brazil,,,,,,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,,,,,,,
17,,https://repositorio.unicamp.br/acervo/detalhe/779140?guid=1652455987226&returnUrl=%2fresultado%2flistar%3fguid%3d1652455987226%26quantidadePaginas%3d1%26codigoRegistro%3d779140%23779140&i=1,orcid.org/0000-0002-8803-0401,sem orcid,sem orcid,,,sem orcid,17,UNICAMP,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Rodolfo Azevedo,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,https://repositorio.unicamp.br/acervo/detalhe/777443?guid=1652456053770&returnUrl=%2fresultado%2flistar%3fguid%3d1652456053770%26quantidadePaginas%3d1%26codigoRegistro%3d777443%23777443&i=1,orcid.org/0000-0002-8803-0401,sem orcid,orcid.org/0000-0002-9539-6874,,,Universidade Estadual de Campinas,18,UNICAMP,sem orcid,sem orcid,sem orcid,Sandro Rigo,Brazil,Rodolfo Azevedo,Brazil,,,,,,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,,,,,,,
19,,https://repositorio.unicamp.br/acervo/detalhe/778260?guid=1652456087569&returnUrl=%2fresultado%2flistar%3fguid%3d1652456087569%26quantidadePaginas%3d1%26codigoRegistro%3d778260%23778260&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0003-1399-7535,orcid.org/0000-0003-1908-4753,,,Universidade Estadual de Campinas Instituto de Computação,19,UNICAMP,Marco Gerosa,United States,Universidade de São Paulo,Claudia Medeiros,Brazil,Rodolfo Azevedo,Brazil,,,,,,Scientific data management, Data interoperability, Open Science,,,,,,,,,,,,,,,,,,,,,,
20,,https://repositorio.unicamp.br/acervo/detalhe/774177?guid=1652456113732&returnUrl=%2fresultado%2flistar%3fguid%3d1652456113732%26quantidadePaginas%3d1%26codigoRegistro%3d774177%23774177&i=1,orcid.org/0000-0002-8856-194X,sem orcid,orcid.org/0000-0002-3823-8941,,,University of Campinas,20,University of Campinas,sem orcid,sem orcid,sem orcid,Luiz Eduardo Buzato,Brazil,Ricardo Anido,Brazil,,,,,,distributed systems,distributed algorithms,fault tolerance,,,,,,,,,,,,,,,,,,,,,,
21,,https://repositorio.unicamp.br/acervo/detalhe/779402?guid=1652456152811&returnUrl=%2fresultado%2flistar%3fguid%3d1652456152811%26quantidadePaginas%3d1%26codigoRegistro%3d779402%23779402&i=1,orcid.org/0000-0001-5685-8004,sem orcid,orcid.org/0000-0001-5015-2131,,,no info,21,no info,sem orcid,sem orcid,sem orcid,Neucimar Leite,no info,Siome Goldenstein,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,https://repositorio.unicamp.br/acervo/detalhe/774079?guid=1652456190402&returnUrl=%2fresultado%2flistar%3fguid%3d1652456190402%26quantidadePaginas%3d1%26codigoRegistro%3d774079%23774079&i=1,orcid.org/0000-0001-5685-8004,sem orcid,orcid.org/0000-0001-5396-9868,,,Universidade Estadual de Campinas,22,no info,sem orcid,sem orcid,sem orcid,Eduardo Valle,Brazil,Siome Goldenstein,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,https://repositorio.unicamp.br/acervo/detalhe/777416?guid=1652456230435&returnUrl=%2fresultado%2flistar%3fguid%3d1652456230435%26quantidadePaginas%3d1%26codigoRegistro%3d777416%23777416&i=1,orcid.org/0000-0001-5685-8004,orcid.org/0000-0002-6951-7150,orcid.org/0000-0003-0125-630X,,,University of Campinas,23,no info,Leo Magalhaes,no info,State University of Campinas,Helio Pedrini,Brazil,Siome Goldenstein,no info,,,,,,image and video processing; machine learning; computer vision,,,,,,,,,,,,,,,,,,,,,,,,
24,,https://repositorio.unicamp.br/acervo/detalhe/778122?guid=1652456278628&returnUrl=%2fresultado%2flistar%3fguid%3d1652456278628%26quantidadePaginas%3d1%26codigoRegistro%3d778122%23778122&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-5615-1746,orcid.org/0000-0003-2608-4807,,,Universidade Estadual de Campinas,24,University of Campinas,Nalvo F Almeida,Brazil,Universidade Federal de Mato Grosso do Sul,Guilherme P. Telles,Brazil,Zanoni Dias,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,https://repositorio.unicamp.br/acervo/detalhe/772853?guid=1652456324479&returnUrl=%2fresultado%2flistar%3fguid%3d1652456324479%26quantidadePaginas%3d1%26codigoRegistro%3d772853%23772853&i=1,sem orcid,orcid.org/0000-0003-2608-4807,sem orcid,,,sem orcid,25,sem orcid,Guilherme P. Telles,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,https://repositorio.unicamp.br/acervo/detalhe/772316?guid=1652456353702&returnUrl=%2fresultado%2flistar%3fguid%3d1652456353702%26quantidadePaginas%3d1%26codigoRegistro%3d772316%23772316&i=1,sem orcid,sem orcid,orcid.org/0000-0002-1067-6421,,,no info,26,sem orcid,sem orcid,sem orcid,sem orcid,Flávio K. Miyazawa,no info,sem orcid,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,https://repositorio.unicamp.br/acervo/detalhe/779213?guid=1652456400476&returnUrl=%2fresultado%2flistar%3fguid%3d1652456400476%26quantidadePaginas%3d1%26codigoRegistro%3d779213%23779213&i=1,orcid.org/0000-0002-5945-0845,sem orcid,orcid.org/0000-0001-6030-2682,,,University of Campinas,27,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,Eduardo C. Xavier,Brazil,Cid de Souza,Brazil,Integer Programming,Combinatorial Optimization,Algorithms (design and analysis),Operations Research,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,https://repositorio.unicamp.br/acervo/detalhe/777438?guid=1652456451471&returnUrl=%2fresultado%2flistar%3fguid%3d1652456451471%26quantidadePaginas%3d1%26codigoRegistro%3d777438%23777438&i=1,orcid.org/0000-0002-3159-4839,orcid.org/0000-0002-3152-4523,orcid.org/0000-0003-0125-630X,,,University of Campinas,28,State University of Campinas,Shin-Ting Wu,no info,University of Campinas,Helio Pedrini,Brazil,Jorge Stolfi,no info,,,,,,image and video processing; machine learning; computer vision,,,,,,,,,,,,,,,,,,,,,,,,
29,,https://repositorio.unicamp.br/acervo/detalhe/777420?guid=1652456474124&returnUrl=%2fresultado%2flistar%3fguid%3d1652456474124%26quantidadePaginas%3d1%26codigoRegistro%3d777420%23777420&i=1,sem orcid,sem orcid,orcid.org/0000-0003-4290-6508,,,no info,29,sem orcid,sem orcid,sem orcid,sem orcid,Eliane Martins,no info,sem orcid,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,https://repositorio.unicamp.br/acervo/detalhe/786051?guid=1652456507486&returnUrl=%2fresultado%2flistar%3fguid%3d1652456507486%26quantidadePaginas%3d1%26codigoRegistro%3d786051%23786051&i=2,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0002-3823-8941,,,University of Campinas,30,no info,sem orcid,sem orcid,sem orcid,Luiz Eduardo Buzato,Brazil,Cecilia Mary Fischer Rubira Rubira,no info,,,,,,distributed systems,distributed algorithms,fault tolerance,,,,,,,,,,,,,,,,,,,,,,
31,,https://repositorio.unicamp.br/acervo/detalhe/783735?guid=1652456539735&returnUrl=%2fresultado%2flistar%3fguid%3d1652456539735%26quantidadePaginas%3d1%26codigoRegistro%3d783735%23783735&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-6494-7514,orcid.org/0000-0002-6023-5982,,,University of Campinas,31,Universidade Estadual de Campinas,João Paulo Papa,no info,no info,Islene Calciolari Garcia,no info,Ricardo Torres,Netherlands,multimedia retrieval,multimedia classification,machine learning,information visualization,data science,,,,,machine learning,,,,,,, image processing, computervision, meta-heuristics,,,,,,,,,,,
32,,https://repositorio.unicamp.br/acervo/detalhe/779382?guid=1652456565472&returnUrl=%2fresultado%2flistar%3fguid%3d1652456565472%26quantidadePaginas%3d1%26codigoRegistro%3d779382%23779382&i=2,orcid.org/0000-0001-9772-263X,orcid.org/0000-0001-6112-892X,orcid.org/0000-0002-4830-5298,,,Universidade Estadual de Campinas,32,Universidade Estadual de Campinas,Celmar Guimarães da Silva,Brazil,Universidade Estadual de Campinas,Maria Cecilia Calani Baranauskas,Brazil,Ricardo Torres,Netherlands,multimedia retrieval,multimedia classification,machine learning,information visualization,data science,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,Information Visualization; Human-Computer Interaction,,,,,,,,,,,,,,,,,,,,
33,,https://repositorio.unicamp.br/acervo/detalhe/782517?guid=1652456608516&returnUrl=%2fresultado%2flistar%3fguid%3d1652456608516%26quantidadePaginas%3d1%26codigoRegistro%3d782517%23782517&i=1,sem orcid,orcid.org/0000-0002-2312-7042,orcid.org/0000-0002-6023-5982,,,University of Campinas,33,sem orcid,Mario Dantas,Brazil,Universidade Federal de Santa Catarina,Islene Calciolari Garcia,no info,sem orcid,sem orcid,,,,,,,,,,HPC,,,,,,, Data Intensive Scalable Computing, E-Heath, HCI,Distributed and Parallel Computing, IoT,,,,,,,,,
34,,https://repositorio.unicamp.br/acervo/detalhe/787681?guid=1652456627399&returnUrl=%2fresultado%2flistar%3fguid%3d1652456627399%26quantidadePaginas%3d1%26codigoRegistro%3d787681%23787681&i=1,orcid.org/0000-0002-9539-6874,sem orcid,sem orcid,,,sem orcid,34,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Sandro Rigo,Brazil,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,https://repositorio.unicamp.br/acervo/detalhe/782510?guid=1652456653829&returnUrl=%2fresultado%2flistar%3fguid%3d1652456653829%26quantidadePaginas%3d1%26codigoRegistro%3d782510%23782510&i=1,,sem orcid,orcid.org/0000-0002-3891-1593,,,Universidade Estadual de Campinas,35,,sem orcid,sem orcid,sem orcid,mario cortes,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,https://repositorio.unicamp.br/acervo/detalhe/782519?guid=1652456695378&returnUrl=%2fresultado%2flistar%3fguid%3d1652456695378%26quantidadePaginas%3d1%26codigoRegistro%3d782519%23782519&i=1,orcid.org/0000-0002-9539-6874,sem orcid,orcid.org/0000-0003-4869-5190,,,Universidade Estadual de Campinas,36,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,Guido Araujo,no info,Sandro Rigo,Brazil,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,https://repositorio.unicamp.br/acervo/detalhe/779165?guid=1652456728081&returnUrl=%2fresultado%2flistar%3fguid%3d1652456728081%26quantidadePaginas%3d1%26codigoRegistro%3d779165%23779165&i=1,orcid.org/0000-0002-8856-194X,orcid.org/0000-0002-2972-9423,orcid.org/0000-0002-5178-3661,,,no info,37,University of Campinas,Nabor Mendonça,Brazil,Universidade de Fortaleza,Reinaldo Bergamaschi,no info,Ricardo Anido,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,https://repositorio.unicamp.br/acervo/detalhe/779398?guid=1652456798747&returnUrl=%2fresultado%2flistar%3fguid%3d1652456798747%26quantidadePaginas%3d1%26codigoRegistro%3d779398%23779398&i=1,sem orcid,sem orcid,orcid.org/0000-0002-3891-1593,,,Universidade Estadual de Campinas,38,sem orcid,sem orcid,sem orcid,sem orcid,mario cortes,no info,sem orcid,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,https://repositorio.unicamp.br/acervo/detalhe/782411?guid=1652456840921&returnUrl=%2fresultado%2flistar%3fguid%3d1652456840921%26quantidadePaginas%3d1%26codigoRegistro%3d782411%23782411&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0003-3910-8804,orcid.org/0000-0002-1067-6421,,,no info,39,Universidade Estadual de Campinas,Socorro Rangel,no info,UNESP - Universidade Estadual Paulista,Flávio K. Miyazawa,no info,Cid de Souza,Brazil,Integer Programming,Combinatorial Optimization,Algorithms (design and analysis),Operations Research,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,https://repositorio.unicamp.br/acervo/detalhe/786096?guid=1652456864519&returnUrl=%2fresultado%2flistar%3fguid%3d1652456864519%26quantidadePaginas%3d1%26codigoRegistro%3d786096%23786096&i=1,sem orcid,orcid.org/0000-0002-3160-3168,orcid.org/0000-0002-6023-5982,,,University of Campinas,40,sem orcid,"Albuquerque, João Porto de",United Kingdom,University of Warwick,Islene Calciolari Garcia,no info,sem orcid,sem orcid,,,,,,,,,,urban analytics,,,,,,, digital participation, urban sustainable development, geographic information,,,,,,,,,,,
41,,https://repositorio.unicamp.br/acervo/detalhe/783707?guid=1652456913375&returnUrl=%2fresultado%2flistar%3fguid%3d1652456913375%26quantidadePaginas%3d1%26codigoRegistro%3d783707%23783707&i=1,sem orcid,orcid.org/0000-0003-0683-7672,orcid.org/0000-0001-6112-892X,,,Universidade Estadual de Campinas,41,sem orcid,Anamaria Gomide,no info,no info,Celmar Guimarães da Silva,Brazil,sem orcid,sem orcid,,,,,,Information Visualization; Human-Computer Interaction,,,,,,,,,,,,,,,,,,,,,,,,
42,,https://repositorio.unicamp.br/acervo/detalhe/787665?guid=1652456947489&returnUrl=%2fresultado%2flistar%3fguid%3d1652456947489%26quantidadePaginas%3d1%26codigoRegistro%3d787665%23787665&i=1,orcid.org/0000-0001-6030-2682,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-3434-3074,,,Universidade Federal Fluminense,42,University of Campinas,Flávio K. Miyazawa,no info,no info,yuri frota,no info,Eduardo C. Xavier,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,https://repositorio.unicamp.br/acervo/detalhe/782265?guid=1652456973491&returnUrl=%2fresultado%2flistar%3fguid%3d1652456973491%26quantidadePaginas%3d1%26codigoRegistro%3d782265%23782265&i=1,orcid.org/0000-0001-6030-2682,orcid.org/0000-0003-2998-6785,orcid.org/0000-0003-2608-4807,,,Universidade Estadual de Campinas,43,University of Campinas,LUIS MEIRA,Brazil,State University of Campinas,Guilherme P. Telles,Brazil,Eduardo C. Xavier,Brazil,,,,,,,,,,optimization,,,,,,,Algorithms,Petroleum engineering,graphs,,,,,,,,,,,
44,,https://repositorio.unicamp.br/acervo/detalhe/845762?guid=1652457023181&returnUrl=%2fresultado%2flistar%3fguid%3d1652457023181%26quantidadePaginas%3d1%26codigoRegistro%3d845762%23845762&i=3,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-3948-305X,orcid.org/0000-0001-6030-2682,,,University of Campinas,44,no info,Reinaldo Morabito,Brazil,Universidade Federal de São Carlos,Eduardo C. Xavier,Brazil,Flávio K. Miyazawa,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478335?guid=1652457158716&returnUrl=%2fresultado%2flistar%3fguid%3d1652457158716%26quantidadePaginas%3d1%26codigoRegistro%3d478335%23478335&i=1,orcid.org/0000-0003-2046-602X,sem orcid,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-8856-194X,sem orcid,45,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Nelson L. S. da Fonseca,no info,,,,,,,,,,,Edmundo Madeira,no info,UNICAMP - University of Campinas,University of Campinas,Ricardo Anido,Brazil,,,,,,,,,,,,,,
46,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478202?guid=1652457215339&returnUrl=%2fresultado%2flistar%3fguid%3d1652457215339%26quantidadePaginas%3d1%26codigoRegistro%3d478202%23478202&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0001-9756-378X,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-6023-5982,,no info,46,Universidade Estadual de Campinas,"Figueiredo, G.B.",no info,Federal University of Bahia,Flávio K. Miyazawa,no info,Nelson L. S. da Fonseca,no info,,,,,,,,,,,Islene Calciolari Garcia,no info,University of Campinas,,,,,,,,,,,,,,,,,
